Name,Code
Xã Bảo Lâm,06190
Xã Thanh Lòa,06193
Xã Cao Lâu,06196
Xã Thạch Đạn,06199
Xã Xuất Lễ,06202
Xã Hồng Phong,06205
Xã Thụy Hùng,06208
Xã Lộc Yên,06211
Xã Phú Xá,06214
Xã Bình Trung,06217
Xã Hải Yến,06220
Xã Hòa Cư,06223
Xã Hợp Thành,06226
Xã Song Giáp,06229
Xã Công Sơn,06232
Xã Gia Cát,06235
Xã Mẫu Sơn,06238
Xã Xuân Long,06241
Xã Tân Liên,06244
Xã Yên Trạch,06247
Xã Tân Thành,06250
Thị trấn Văn Quan,06253
Xã Trấn Ninh,06256
Xã Phú Mỹ,06259
Xã Việt Yên,06262
Xã Song Giang,06265
Xã Vân Mộng,06268
Xã Vĩnh Lại,06271
Xã Hòa Bình,06274
Xã Tú Xuyên,06277
Xã Văn An,06280
Xã Đại An,06283
Xã Khánh Khê,06286
Xã Chu Túc,06289
Xã Lương Năng,06292
Xã Đồng Giáp,06295
Xã Xuân Mai,06298
Xã Tràng Các,06301
Xã Tràng Sơn,06304
Xã Tân Đoàn,06307
Xã Bình Phúc,06310
Xã Tri Lễ,06313
Xã Tràng Phái,06316
Xã Yên Phúc,06319
Xã Hữu Lễ,06322
Thị trấn Bắc Sơn,06325
Xã Long Đống,06328
Xã Vạn Thủy,06331
Xã Quỳnh Sơn,06334
Xã Đồng ý,06337
Xã Tân Tri,06340
Xã Bắc Sơn,06343
Xã Hữu Vĩnh,06346
Xã Hưng Vũ,06349
Xã Tân Lập,06352
Xã Vũ Sơn,06355
Xã Chiêu Vũ,06358
Xã Tân Hương,06361
Xã Chiến Thắng,06364
Xã Vũ Lăng,06367
Xã Trấn Yên,06370
Xã Vũ Lễ,06373
Xã Nhất Hòa,06376
Xã Tân Thành,06379
Xã Nhất Tiến,06382
Thị trấn Hữu Lũng,06385
Xã Hữu Liên,06388
Xã Yên Bình,06391
Xã Quyết Thắng,06394
Xã Hòa Bình,06397
Xã Yên Thịnh,06400
Xã Yên Sơn,06403
Xã Thiện Kỵ,06406
Xã Tân Lập,06409
Xã Yên Vượng,06412
Xã Minh Tiến,06415
Xã Nhật Tiến,06418
Xã Thanh Sơn,06421
Xã Đồng Tân,06424
Xã Cai Kinh,06427
Xã Hòa Lạc,06430
Xã Vân Nham,06433
Xã Đồng Tiến,06436
Xã Đô Lương,06439
Xã Tân Thành,06442
Xã Hòa Sơn,06445
Xã Minh Sơn,06448
Xã Hồ Sơn,06451
Xã Sơn Hà,06454
Xã Minh Hòa,06457
Xã Hòa Thắng,06460
Thị trấn Đồng Mỏ,06463
Thị trấn Chi Lăng,06466
Xã Vân An,06469
Xã Vân Thủy,06472
Xã Gia Lộc,06475
Xã Bắc Thủy,06478
Xã Chiến Thắng,06481
Xã Mai Sao,06484
Xã Bằng Hữu,06487
Xã Thượng Cường,06490
Xã Bằng Mạc,06493
Xã Nhân Lý,06496
Xã Lâm Sơn,06499
Xã Liên Sơn,06502
Xã Vạn Linh,06505
Xã Hòa Bình,06508
Xã Quang Lang,06511
Xã Hữu Kiên,06514
Xã Quan Sơn,06517
Xã Y Tịch,06520
Xã Chi Lăng,06523
Thị trấn Na Dương,06526
Thị trấn Lộc Bình,06529
Xã Mẫu Sơn,06532
Xã Bằng Khánh,06535
Xã Xuân Lễ,06538
Xã Yên Khoái,06541
Xã Xuân Mãn,06544
Xã Tú Mịch,06547
Xã Hữu Khánh,06550
Xã Đồng Bục,06553
Xã Vân Mộng,06556
Xã Tam Gia,06559
Xã Tú Đoạn,06562
Xã Khuất Xá,06565
Xã Như Khuê,06568
Xã Lục Thôn,06571
Xã Tĩnh Bắc,06574
Xã Xuân Tình,06577
Xã Hiệp Hạ,06580
Xã Nhượng Bạn,06583
Xã Quan Bản,06586
Xã Sàn Viên,06589
Xã Đông Quan,06592
Xã Minh Phát,06595
Xã Hữu Lân,06598
Xã Lợi Bác,06601
Xã Nam Quan,06604
Xã Xuân Dương,06607
Xã Ái Quốc,06610
Thị trấn Đình Lập,06613
Thị trấn NT Thái Bình,06616
Xã Bắc Xa,06619
Xã Bính Xá,06622
Xã Kiên Mộc,06625
Xã Đình Lập,06628
Xã Thái Bình,06631
Xã Cường Lợi,06634
Xã Châu Sơn,06637
Xã Lâm Ca,06640
Xã Đồng Thắng,06643
Xã Bắc Lãng,06646
Phường Hà Khánh,06649
Phường Hà Phong,06652
Phường Hà Khẩu,06655
Phường Cao Xanh,06658
Phường Giếng Đáy,06661
Phường Hà Tu,06664
Phường Hà Trung,06667
Phường Hà Lầm,06670
Phường Bãi Cháy,06673
Phường Cao Thắng,06676
Phường Hùng Thắng,06679
Phường Yết Kiêu,06682
Phường Trần Hưng Đạo,06685
Phường Hồng Hải,06688
Phường Hồng Gai,06691
Phường Bạch Đằng,06694
Phường Hồng Hà,06697
Phường Tuần Châu,06700
Phường Việt Hưng,06703
Phường Đại Yên,06706
Phường Ka Long,06709
Phường Trần Phú,06712
Phường Ninh Dương,06715
Phường Hoà Lạc,06718
Phường Trà Cổ,06721
Xã Hải Sơn,06724
Xã Bắc Sơn,06727
Xã Hải Đông,06730
Xã Hải Tiến,06733
Phường Hải Yên,06736
Xã Quảng Nghĩa,06739
Phường Hải Hoà,06742
Xã Hải Xuân,06745
Xã Vạn Ninh,06748
Phường Bình Ngọc,06751
Xã Vĩnh Trung,06754
Xã Vĩnh Thực,06757
Phường Mông Dương,06760
Phường Cửa Ông,06763
Phường Cẩm Sơn,06766
Phường Cẩm Đông,06769
Phường Cẩm Phú,06772
Phường Cẩm Tây,06775
Phường Quang Hanh,06778
Phường Cẩm Thịnh,06781
Phường Cẩm Thủy,06784
Phường Cẩm Thạch,06787
Phường Cẩm Thành,06790
Phường Cẩm Trung,06793
Phường Cẩm Bình,06796
Xã Cộng Hòa,06799
Xã Cẩm Hải,06802
Xã Dương Huy,06805
Phường Vàng Danh,06808
Phường Thanh Sơn,06811
Phường Bắc Sơn,06814
Phường Quang Trung,06817
Phường Trưng Vương,06820
Phường Nam Khê,06823
Phường Yên Thanh,06826
Xã Thượng Yên Công,06829
Phường Phương Đông,06832
Phường Phương Nam,06835
Xã Điền Công,07141
Thị trấn Bình Liêu,06838
Xã Hoành Mô,06841
Xã Đồng Tâm,06844
Xã Đồng Văn,06847
Xã Tình Húc,06850
Xã Vô Ngại,06853
Xã Lục Hồn,06856
Xã Húc Động,06859
Thị trấn Tiên Yên,06862
Xã Hà Lâu,06865
Xã Đại Dực,06868
Xã Đại Thành,06869
Xã Phong Dụ,06871
Xã Điền Xá,06874
Xã Đông Ngũ,06877
Xã Yên Than,06880
Xã Đông Hải,06883
Xã Hải Lạng,06886
Xã Tiên Lãng,06889
Xã Đồng Rui,06892
Thị trấn Đầm Hà,06895
Xã Quảng Lâm,06898
Xã Quảng An,06901
Xã Tân Bình,06904
Xã Quảng Lợi,06907
Xã Dực Yên,06910
Xã Quảng Tân,06913
Xã Đầm Hà,06916
Xã Tân Lập,06917
Xã Đại Bình,06919
Thị trấn Quảng Hà,06922
Xã Quảng Đức,06925
Xã Quảng Sơn,06928
Xã Quảng Thành,06931
Xã Quảng Thắng,06934
Xã Quảng Thịnh,06937
Xã Quảng Minh,06940
Xã Quảng Chính,06943
Xã Quảng Long,06946
Xã Đường Hoa,06949
Xã Quảng Phong,06952
Xã Quảng Trung,06955
Xã Phú Hải,06958
Xã Quảng Điền,06961
Xã Tiến Tới,06964
Xã Cái Chiên,06967
Thị trấn Ba Chẽ,06970
Xã Thanh Sơn,06973
Xã Thanh Lâm,06976
Xã Đạp Thanh,06979
Xã Nam Sơn,06982
Xã Lương Mông,06985
Xã Đồn Đạc,06988
Xã Minh Cầm,06991
Thị trấn Cái Rồng,06994
Xã Đài Xuyên,06997
Xã Bình Dân,07000
Xã Vạn Yên,07003
Xã Minh Châu,07006
Xã Đoàn Kết,07009
Xã Hạ Long,07012
Xã Đông Xá,07015
Xã Bản Sen,07018
Xã Thắng Lợi,07021
Xã Quan Lạn,07024
Xã Ngọc Vừng,07027
Thị trấn Trới,07030
Xã Kỳ Thượng,07033
Xã Đồng Sơn,07036
Xã Tân Dân,07039
Xã Đồng Lâm,07042
Xã Hòa Bình,07045
Xã Vũ Oai,07048
Xã Dân Chủ,07051
Xã Quảng La,07054
Xã Bằng Cả,07057
Xã Thống Nhất,07060
Xã Sơn Dương,07063
Xã Lê Lợi,07066
Phường Mạo Khê,07069
Phường Đông Triều,07072
Xã An Sinh,07075
Xã Tràng Lương,07078
Xã Bình Khê,07081
Xã Việt Dân,07084
Xã Tân Việt,07087
Xã Bình Dương,07090
Phường Đức Chính,07093
Xã Tràng An,07096
Xã Nguyễn Huệ,07099
Xã Thủy An,07102
Phường Xuân Sơn,07105
Xã Hồng Thái Tây,07108
Xã Hồng Thái Đông,07111
Xã Hoàng Quế,07114
Xã Yên Thọ,07117
Xã Hồng Phong,07120
Phường Kim Sơn,07123
Phường Hưng Đạo,07126
Xã Yên Đức,07129
Phường Quảng Yên,07132
Phường Đông Mai,07135
Phường Minh Thành,07138
Xã Sông Khoai,07144
Xã Hiệp Hòa,07147
Phường Cộng Hòa,07150
Xã Tiền An,07153
Xã Hoàng Tân,07156
Phường Tân An,07159
Phường Yên Giang,07162
Phường Nam Hoà,07165
Phường Hà An,07168
Xã Cẩm La,07171
Phường Phong Hải,07174
Phường Yên Hải,07177
Xã Liên Hòa,07180
Phường Phong Cốc,07183
Xã Liên Vị,07186
Xã Tiền Phong,07189
Thị trấn Cô Tô,07192
Xã Đồng Tiến,07195
Xã Thanh Lân,07198
Phường Thọ Xương,07201
Phường Trần Nguyên Hãn,07204
Phường Ngô Quyền,07207
Phường Hoàng Văn Thụ,07210
Phường Trần Phú,07213
Phường Mỹ Độ,07216
Phường Lê Lợi,07219
Xã Song Mai,07222
Phường Xương Giang,07225
Phường Đa Mai,07228
Phường Dĩnh Kế,07231
Xã Dĩnh Trì,07441
Xã Tân Mỹ,07687
Xã Đồng Sơn,07696
Xã Tân Tiến,07699
Xã Song Khê,07705
Thị trấn Cầu Gồ,07234
Thị trấn Bố Hạ,07237
Xã Đồng Tiến,07243
Xã Canh Nậu,07246
Xã Xuân Lương,07249
Xã Tam Tiến,07252
Xã Đồng Vương,07255
Xã Đồng Hưu,07258
Xã Đồng Tâm,07260
Xã Tam Hiệp,07261
Xã Tiến Thắng,07264
Xã Hồng Kỳ,07267
Xã Đồng Lạc,07270
Xã Đông Sơn,07273
Xã Tân Hiệp,07276
Xã Hương Vĩ,07279
Xã Đồng Kỳ,07282
Xã An Thượng,07285
Xã Phồn Xương,07288
Xã Tân Sỏi,07291
Xã Bố Hạ,07294
Thị trấn Cao Thượng,07297
Thị trấn Nhã Nam,07300
Xã Lan Giới,07303
Xã Nhã Nam,07306
Xã Tân Trung,07309
Xã Đại Hóa,07312
Xã Quang Tiến,07315
Xã Phúc Sơn,07318
Xã An Dương,07321
Xã Phúc Hòa,07324
Xã Liên Sơn,07327
Xã Hợp Đức,07330
Xã Lam Cốt,07333
Xã Cao Xá,07336
Xã Cao Thượng,07339
Xã Việt Ngọc,07342
Xã Song Vân,07345
Xã Ngọc Châu,07348
Xã Ngọc Vân,07351
Xã Việt Lập,07354
Xã Liên Chung,07357
Xã Ngọc Thiện,07360
Xã Ngọc Lý,07363
Xã Quế Nham,07366
Thị trấn Kép,07369
Thị trấn Vôi,07375
Xã Nghĩa Hòa,07378
Xã Nghĩa Hưng,07381
Xã Quang Thịnh,07384
Xã Hương Sơn,07387
Xã Đào Mỹ,07390
Xã Tiên Lục,07393
Xã An Hà,07396
Xã Tân Thịnh,07399
Xã Mỹ Hà,07402
Xã Hương Lạc,07405
Xã Dương Đức,07408
Xã Tân Thanh,07411
Xã Yên Mỹ,07414
Xã Tân Hưng,07417
Xã Mỹ Thái,07420
Xã Phi Mô,07423
Xã Xương Lâm,07426
Xã Xuân Hương,07429
Xã Tân Dĩnh,07432
Xã Đại Lâm,07435
Xã Thái Đào,07438
Thị trấn Đồi Ngô,07444
Thị trấn Lục Nam,07447
Xã Đông Hưng,07450
Xã Đông Phú,07453
Xã Tam Dị,07456
Xã Bảo Sơn,07459
Xã Bảo Đài,07462
Xã Thanh Lâm,07465
Xã Tiên Nha,07468
Xã Trường Giang,07471
Xã Tiên Hưng,07474
Xã Phương Sơn,07477
Xã Chu Điện,07480
Xã Cương Sơn,07483
Xã Nghĩa Phương,07486
Xã Vô Tranh,07489
Xã Bình Sơn,07492
Xã Lan Mẫu,07495
Xã Yên Sơn,07498
Xã Khám Lạng,07501
Xã Huyền Sơn,07504
Xã Trường Sơn,07507
Xã Lục Sơn,07510
Xã Bắc Lũng,07513
Xã Vũ Xá,07516
Xã Cẩm Lý,07519
Xã Đan Hội,07522
Thị trấn Chũ,07525
Xã Cấm Sơn,07528
Xã Tân Sơn,07531
Xã Phong Minh,07534
Xã Phong Vân,07537
Xã Xa Lý,07540
Xã Hộ Đáp,07543
Xã Sơn Hải,07546
Xã Thanh Hải,07549
Xã Kiên Lao,07552
Xã Biên Sơn,07555
Xã Kiên Thành,07558
Xã Hồng Giang,07561
Xã Kim Sơn,07564
Xã Tân Hoa,07567
Xã Giáp Sơn,07570
Xã Biển Động,07573
Xã Quý Sơn,07576
Xã Trù Hựu,07579
Xã Phì Điền,07582
Xã Nghĩa Hồ,07585
Xã Tân Quang,07588
Xã Đồng Cốc,07591
Xã Tân Lập,07594
Xã Phú Nhuận,07597
Xã Mỹ An,07600
Xã Nam Dương,07603
Xã Tân Mộc,07606
Xã Đèo Gia,07609
Xã Phượng Sơn,07612
Thị trấn An Châu,07615
Thị trấn Thanh Sơn,07616
Xã Thạch Sơn,07618
Xã Vân Sơn,07621
Xã Hữu Sản,07624
Xã Quế Sơn,07627
Xã Phúc Thắng,07630
Xã Chiên Sơn,07633
Xã Giáo Liêm,07636
Xã Vĩnh Khương,07639
Xã Cẩm Đàn,07642
Xã An Lạc,07645
Xã An Lập,07648
Xã Yên Định,07651
Xã Lệ Viễn,07654
Xã An Châu,07657
Xã An Bá,07660
Xã Tuấn Đạo,07663
Xã Dương Hưu,07666
Xã Bồng Am,07669
Xã Long Sơn,07672
Xã Tuấn Mậu,07675
Xã Thanh Luận,07678
Thị trấn Neo,07681
Thị trấn Tân Dân,07682
Xã Lão Hộ,07684
Xã Hương Gián,07690
Xã Tân An,07693
Xã Quỳnh Sơn,07702
Xã Nội Hoàng,07708
Xã Tiền Phong,07711
Xã Xuân Phú,07714
Xã Tân Liễu,07717
Xã Trí Yên,07720
Xã Lãng Sơn,07723
Xã Yên Lư,07726
Xã Tiến Dũng,07729
Xã Nham Sơn,07732
Xã Đức Giang,07735
Xã Cảnh Thụy,07738
Xã Tư Mại,07741
Xã Thắng Cương,07744
Xã Đồng Việt,07747
Xã Đồng Phúc,07750
Thị trấn  Bích Động,07753
Thị trấn Nếnh,07756
Xã Thượng Lan,07759
Xã Việt Tiến,07762
Xã Nghĩa Trung,07765
Xã Minh Đức,07768
Xã Hương Mai,07771
Xã Tự Lạn,07774
Xã Bích Sơn,07777
Xã Trung Sơn,07780
Xã Hồng Thái,07783
Xã Tiên Sơn,07786
Xã Tăng Tiến,07789
Xã Quảng Minh,07792
Xã Hoàng Ninh,07795
Xã Ninh Sơn,07798
Xã Vân Trung,07801
Xã Vân Hà,07804
Xã Quang Châu,07807
Thị trấn Thắng,07810
Xã Đồng Tân,07813
Xã Thanh Vân,07816
Xã Hoàng Lương,07819
Xã Hoàng Vân,07822
Xã Hoàng Thanh,07825
Xã Hoàng An,07828
Xã Ngọc Sơn,07831
Xã Thái Sơn,07834
Xã Hòa Sơn,07837
Xã Đức Thắng,07840
Xã Quang Minh,07843
Xã Lương Phong,07846
Xã Hùng Sơn,07849
Xã Đại Thành,07852
Xã Thường Thắng,07855
Xã Hợp Thịnh,07858
Xã Danh Thắng,07861
Xã Mai Trung,07864
Xã Đoan Bái,07867
Xã Bắc Lý,07870
Xã Xuân Cẩm,07873
Xã Hương Lâm,07876
Xã Đông Lỗ,07879
Xã Châu Minh,07882
Xã Mai Đình,07885
Phường Dữu Lâu,07888
Phường Vân Cơ,07891
Phường Nông Trang,07894
Phường Tân Dân,07897
Phường Gia Cẩm,07900
Phường Tiên Cát,07903
Phường Thọ Sơn,07906
Phường Thanh Miếu,07909
Phường Bạch Hạc,07912
Phường Bến Gót,07915
Phường Vân Phú,07918
Xã Phượng Lâu,07921
Xã Thụy Vân,07924
Phường Minh Phương,07927
Xã Trưng Vương,07930
Phường Minh Nông,07933
Xã Sông Lô,07936
Xã Kim Đức,08281
Xã Hùng Lô,08287
Xã Hy Cương,08503
Xã Chu Hóa,08506
Xã Thanh Đình,08515
Xã Tân Đức,09622
Phường Trường Thịnh,07939
Phường Hùng Vương,07942
Phường Phong Châu,07945
Phường Âu Cơ,07948
Xã Hà Lộc,07951
Xã Phú Hộ,07954
Xã Văn Lung,07957
Xã Thanh Minh,07960
Xã Hà Thạch,07963
Phường Thanh Vinh,07966
Thị trấn Đoan Hùng,07969
Xã Đông Khê,07972
Xã Nghinh Xuyên,07975
Xã Hùng Quan,07978
Xã Bằng Luân,07981
Xã Vân Du,07984
Xã Phương Trung,07987
Xã Quế Lâm,07990
Xã Minh Lương,07993
Xã Bằng Doãn,07996
Xã Chí Đám,07999
Xã Phong Phú,08002
Xã Phúc Lai,08005
Xã Ngọc Quan,08008
Xã Hữu Đô,08011
Xã Đại Nghĩa,08014
Xã Sóc Đăng,08017
Xã Phú Thứ,08020
Xã Tây Cốc,08023
Xã Yên Kiện,08026
Xã Hùng Long,08029
Xã Vụ Quang,08032
Xã Vân Đồn,08035
Xã Tiêu Sơn,08038
Xã Minh Tiến,08041
Xã Minh Phú,08044
Xã Chân Mộng,08047
Xã Ca Đình,08050
Thị trấn Hạ Hoà,08053
Xã Đại Phạm,08056
Xã Hậu Bổng,08059
Xã Đan Hà,08062
Xã Hà Lương,08065
Xã Lệnh Khanh,08068
Xã Phụ Khánh,08071
Xã Liên Phương,08074
Xã Đan Thượng,08077
Xã Hiền Lương,08080
Xã Động Lâm,08083
Xã Lâm Lợi,08086
Xã Phương Viên,08089
Xã Gia Điền,08092
Xã Ấm Hạ,08095
Xã Quân Khê,08098
Xã Y Sơn,08101
Xã Hương Xạ,08104
Xã Cáo Điền,08107
Xã Xuân Áng,08110
Xã Yên Kỳ,08113
Xã Chuế Lưu,08116
Xã Minh Hạc,08119
Xã Lang Sơn,08122
Xã Bằng Giã,08125
Xã Yên Luật,08128
Xã Vô Tranh,08131
Xã Văn Lang,08134
Xã Chính Công,08137
Xã Minh Côi,08140
Xã Vĩnh Chân,08143
Xã Mai Tùng,08146
Xã Vụ Cầu,08149
Thị trấn Thanh Ba,08152
Xã Thanh Vân,08155
Xã Vân Lĩnh,08156
Xã Đông Lĩnh,08158
Xã Đại An,08161
Xã Hanh Cù,08164
Xã Thái Ninh,08167
Xã Đồng Xuân,08170
Xã Năng Yên,08173
Xã Yển Khê,08176
Xã Ninh Dân,08179
Xã Quảng Nạp,08182
Xã Vũ Yển,08185
Xã Yên Nội,08188
Xã Phương Lĩnh,08191
Xã Võ Lao,08194
Xã Khải Xuân,08197
Xã Mạn Lạn,08200
Xã Thanh Xá,08203
Xã Chí Tiên,08206
Xã Đông Thành,08209
Xã Hoàng Cương,08212
Xã Sơn Cương,08215
Xã Thanh Hà,08218
Xã Đỗ Sơn,08221
Xã Đỗ Xuyên,08224
Xã Lương Lỗ,08227
Thị trấn Phong Châu,08230
Xã Phú Mỹ,08233
Xã Lệ Mỹ,08234
Xã Liên Hoa,08236
Xã Trạm Thản,08239
Xã Trị Quận,08242
Xã Trung Giáp,08245
Xã Tiên Phú,08248
Xã Hạ Giáp,08251
Xã Bảo Thanh,08254
Xã Phú Lộc,08257
Xã Gia Thanh,08260
Xã Tiên Du,08263
Xã Phú Nham,08266
Xã Bình Bộ,08269
Xã An Đạo,08272
Xã Tử Đà,08275
Xã Phù Ninh,08278
Xã Vĩnh Phú,08284
Thị trấn Yên Lập,08290
Xã Mỹ Lung,08293
Xã Mỹ Lương,08296
Xã Lương Sơn,08299
Xã Xuân An,08302
Xã Xuân Viên,08305
Xã Xuân Thủy,08308
Xã Trung Sơn,08311
Xã Hưng Long,08314
Xã Nga Hoàng,08317
Xã Đồng Lạc,08320
Xã Thượng Long,08323
Xã Đồng Thịnh,08326
Xã Phúc Khánh,08329
Xã Minh Hòa,08332
Xã Ngọc Lập,08335
Xã Ngọc Đồng,08338
Thị trấn Sông Thao,08341
Xã Tiên Lương,08344
Xã Tuy Lộc,08347
Xã Ngô Xá,08350
Xã Phương Xá,08353
Xã Phượng Vĩ,08356
Xã Đồng Cam,08359
Xã Thụy Liễu,08362
Xã Phùng Xá,08365
Xã Sơn Nga,08368
Xã Sai Nga,08371
Xã Tùng Khê,08374
Xã Tam Sơn,08377
Xã Văn Bán,08380
Xã Cấp Dẫn,08383
Xã Thanh Nga,08386
Xã Xương Thịnh,08389
Xã Phú Khê,08392
Xã Sơn Tình,08395
Xã Yên Tập,08398
Xã Hương Lung,08401
Xã Tạ Xá,08404
Xã Phú Lạc,08407
Xã Tình Cương,08410
Xã Chương Xá,08413
Xã Hiền Đa,08416
Xã Văn Khúc,08419
Xã Yên Dưỡng,08422
Xã Cát Trù,08425
Xã Điêu Lương,08428
Xã Đồng Lương,08431
Thị trấn Hưng Hoá,08434
Xã Vực Trường,08437
Xã Hiền Quan,08440
Xã Hương Nha,08443
Xã Thanh Uyên,08446
Xã Xuân Quang,08449
Xã Tứ Mỹ,08452
Xã Văn Lương,08455
Xã Hùng Đô,08458
Xã Phương Thịnh,08461
Xã Tam Cường,08464
Xã Cổ Tiết,08467
Xã Quang Húc,08470
Xã Hương Nộn,08473
Xã Tề Lễ,08476
Xã Thọ Văn,08479
Xã Dị Nậu,08482
Xã Hồng Đà,08485
Xã Dậu Dương,08488
Xã Thượng Nông,08491
Thị trấn Lâm Thao,08494
Xã Tiên Kiên,08497
Thị trấn Hùng Sơn,08498
Xã Xuân Lũng,08500
Xã Xuân Huy,08509
Xã Thạch Sơn,08512
Xã Sơn Vi,08518
Xã Hợp Hải,08521
Xã Sơn Dương,08524
Xã Cao Xá,08527
Xã Kinh Kệ,08530
Xã Vĩnh Lại,08533
Xã Tứ Xã,08536
Xã Bản Nguyên,08539
Thị trấn Thanh Sơn,08542
Xã Sơn Hùng,08563
Xã Địch Quả,08572
Xã Giáp Lai,08575
Xã Thục Luyện,08581
Xã Võ Miếu,08584
Xã Thạch Khoán,08587
Xã Cự Thắng,08602
Xã Tất Thắng,08605
Xã Văn Miếu,08611
Xã Cự Đồng,08614
Xã Thắng Sơn,08623
Xã Tân Minh,08629
Xã Hương Cần,08632
Xã Khả Cửu,08635
Xã Đông Cửu,08638
Xã Tân Lập,08641
Xã Yên Lãng,08644
Xã Yên Lương,08647
Xã Thượng Cửu,08650
Xã Lương Nha,08653
Xã Yên Sơn,08656
Xã Tinh Nhuệ,08659
Xã Đào Xá,08662
Xã Thạch Đồng,08665
Xã Xuân Lộc,08668
Xã Tân Phương,08671
Thị trấn Thanh Thủy,08674
Xã Sơn Thủy,08677
Xã Bảo Yên,08680
Xã Đoan Hạ,08683
Xã Đồng Luận,08686
Xã Hoàng Xá,08689
Xã Trung Thịnh,08692
Xã Trung Nghĩa,08695
Xã Phượng Mao,08698
Xã Yến Mao,08701
Xã Tu Vũ,08704
Xã Thu Cúc,08545
Xã Thạch Kiệt,08548
Xã Thu Ngạc,08551
Xã Kiệt Sơn,08554
Xã Đồng Sơn,08557
Xã Lai Đồng,08560
Xã Tân Phú,08566
Xã Mỹ Thuận,08569
Xã Tân Sơn,08578
Xã Xuân Đài,08590
Xã Minh Đài,08593
Xã Văn Luông,08596
Xã Xuân Sơn,08599
Xã Long Cốc,08608
Xã Kim Thượng,08617
Xã Tam Thanh,08620
Xã Vinh Tiền,08626
Phường Tích Sơn,08707
Phường Liên Bảo,08710
Phường Hội Hợp,08713
Phường Đống Đa,08716
Phường Ngô Quyền,08719
Phường Đồng Tâm,08722
Xã Định Trung,08725
Phường Khai Quang,08728
Xã Thanh Trù,08731
Phường Trưng Trắc,08734
Phường Hùng Vương,08737
Phường Trưng Nhị,08740
Phường Phúc Thắng,08743
Phường Xuân Hoà,08746
Phường Đồng Xuân,08747
Xã Ngọc Thanh,08749
Xã Cao Minh,08752
Xã Nam Viêm,08755
Xã Tiền Châu,08758
Thị trấn Lập Thạch,08761
Xã Quang Sơn,08764
Xã Ngọc Mỹ,08767
Xã Hợp Lý,08770
Xã Bắc Bình,08785
Xã Thái Hòa,08788
Thị trấn Hoa Sơn,08789
Xã Liễn Sơn,08791
Xã Xuân Hòa,08794
Xã Vân Trục,08797
Xã Liên Hòa,08812
Xã Tử Du,08815
Xã Bàn Giản,08833
Xã Xuân Lôi,08836
Xã Đồng Ích,08839
Xã Tiên Lữ,08842
Xã Văn Quán,08845
Xã Đình Chu,08857
Xã Triệu Đề,08863
Xã Sơn Đông,08866
Thị trấn Hợp Hòa,08869
Xã Hoàng Hoa,08872
Xã Đồng Tĩnh,08875
Xã Kim Long,08878
Xã Hướng Đạo,08881
Xã Đạo Tú,08884
Xã An Hòa,08887
Xã Thanh Vân,08890
Xã Duy Phiên,08893
Xã Hoàng Đan,08896
Xã Hoàng Lâu,08899
Xã Vân Hội,08902
Xã Hợp Thịnh,08905
Thị trấn Tam Đảo,08908
Xã Hợp Châu,08911
Xã Đạo Trù,08914
Xã Yên Dương,08917
Xã Bồ Lý,08920
Xã Đại Đình,08923
Xã Tam Quan,08926
Xã Hồ Sơn,08929
Xã Minh Quang,08932
Thị trấn Hương Canh,08935
Thị trấn Gia Khánh,08936
Xã Trung Mỹ,08938
Xã Bá Hiến,08944
Xã Thiện Kế,08947
Xã Hương Sơn,08950
Xã Tam Hợp,08953
Xã Quất Lưu,08956
Xã Sơn Lôi,08959
Xã Đạo Đức,08962
Xã Tân Phong,08965
Thị trấn Thanh Lãng,08968
Xã Phú Xuân,08971
Thị trấn Yên Lạc,09025
Xã Đồng Cương,09028
Xã Đồng Văn,09031
Xã Bình Định,09034
Xã Trung Nguyên,09037
Xã Tề Lỗ,09040
Xã Tam Hồng,09043
Xã Yên Đồng,09046
Xã Văn Tiến,09049
Xã Nguyệt Đức,09052
Xã Yên Phương,09055
Xã Hồng Phương,09058
Xã Trung Kiên,09061
Xã Liên Châu,09064
Xã Đại Tự,09067
Xã Hồng Châu,09070
Xã Trung Hà,09073
Thị trấn Vĩnh Tường,09076
Xã Kim Xá,09079
Xã Yên Bình,09082
Xã Chấn Hưng,09085
Xã Nghĩa Hưng,09088
Xã Yên Lập,09091
Xã Việt Xuân,09094
Xã Bồ Sao,09097
Xã Đại Đồng,09100
Xã Tân Tiến,09103
Xã Lũng Hoà,09106
Xã Cao Đại,09109
Thị Trấn Thổ Tang,09112
Xã Vĩnh Sơn,09115
Xã Bình Dương,09118
Xã Tân Cương,09121
Xã Phú Thịnh,09124
Xã Thượng Trưng,09127
Xã Vũ Di,09130
Xã Lý Nhân,09133
Xã Tuân Chính,09136
Xã Vân Xuân,09139
Xã Tam Phúc,09142
Thị trấn Tứ Trưng,09145
Xã Ngũ Kiên,09148
Xã An Tường,09151
Xã Vĩnh Thịnh,09154
Xã Phú Đa,09157
Xã Vĩnh Ninh,09160
Xã Lãng Công,08773
Xã Quang Yên,08776
Xã Bạch Lưu,08779
Xã Hải Lựu,08782
Xã Đồng Quế,08800
Xã Nhân Đạo,08803
Xã Đôn Nhân,08806
Xã Phương Khoan,08809
Xã Tân Lập,08818
Xã Nhạo Sơn,08821
Thị trấn Tam Sơn,08824
Xã Như Thụy,08827
Xã Yên Thạch,08830
Xã Đồng Thịnh,08848
